,rxn
44248,C1CCOC1.CC(=O)c1ccc2[nH]ccc2c1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CN(C)c1ccncc1.O>>CC(=O)c1ccc2c(ccn2C(=O)OC(C)(C)C)c1
16489,CO.Clc1cc(N2CCc3ccccc3C2)c2ccccc2n1.OC[C@H]1CCCN1>>OC[C@H]1CCCN1c1cc(N2CCc3ccccc3C2)c2ccccc2n1
21650,CC(C)(C)OC(=O)N1CCCC1CNc1nc(N)n2nc(-c3ccco3)nc2n1.ClCCl.O=C(O)C(F)(F)F>>Nc1nc(NCC2CCCN2)nc2nc(-c3ccco3)nn12.O=C(O)C(F)(F)F
3901,CCCCCC.CCOC(C)=O.COC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(OC)c(F)c2)cc1N)[C@@H](C)OC(C)(C)C.Cc1cc(C)c(N=C=O)c(C)c1.c1ccncc1>>COC(=O)[C@@H](NC(=O)c1ccc(-c2ccc(OC)c(F)c2)cc1NC(=O)Nc1c(C)cc(C)cc1C)[C@@H](C)OC(C)(C)C
1128,CC(C)=O.O.O=C(CBr)c1ccc(Cl)cc1.O=C([O-])[O-].Oc1ccccc1.[K+].[K+]>>O=C(COc1ccccc1)c1ccc(Cl)cc1
2334,C1COCCN1.CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C5(C)CC5)CC[C@]4(C(=O)Cl)CC[C@]23C)C1(C)C.CCN(CC)CC.ClCCl>>CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@H]4[C@H](C5(C)CC5)CC[C@]4(C(=O)N4CCOCC4)CC[C@]23C)C1(C)C
46579,CCO.CCOC(=O)c1c(O)c2ccc(C)nc2n(CC)c1=O.COCCN>>CCn1c(=O)c(C(=O)NCCOC)c(O)c2ccc(C)nc21
47730,CCCCCN(CCCCC)C(=O)c1cc(C=O)ccc1OC.O=Cc1ccc(O)c(C(=O)O)c1>>CCCCCN(CCCCC)C(=O)c1cc(C=O)ccc1O
11857,Nc1ccc(Cl)nn1.OC1CCCC1.[H][H].[Na]>>Nc1ccc(OC2CCCC2)nn1
8909,CCO.CCOC(=O)c1ncccc1-c1cc(F)ccc1F.[BH4-].[Ca+2].[Cl-].[Cl-].[Na+]>>OCc1ncccc1-c1cc(F)ccc1F
15054,CC#N.Cn1ccc(NC(=O)c2cc(O)cc(O[C@H]3CCOC3)c2)n1.O=C([O-])[O-].O=C(c1cnc(Cl)c(Cl)c1)N1CCOCC1.[Cs+].[Cs+]>>Cn1ccc(NC(=O)c2cc(Oc3ncc(C(=O)N4CCOCC4)cc3Cl)cc(O[C@H]3CCOC3)c2)n1
12025,CC#N.CC(=O)Oc1cccc2c1CCCN2.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(C)=O.CN(C)c1ccncc1>>CC(=O)Oc1cccc2c1CCCN2C(=O)OC(C)(C)C
17190,CO.COc1ccc(C2=CCNCC2)cc1.COc1ccc(C2=CCNCC2)cc1.Cl.[H][H].[Pd]>>COc1ccc(C2CCNCC2)cc1.Cl
26031,CC(C)(C)OC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1.CCO.[Pt]>>CC(C)(C)OC(=O)N1CCN(c2ccc(N)cc2Cl)CC1
22658,COC(=O)Cn1nnnc1/C=C1\CN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CCC1=O.[BH4-].[Na+]>>COC(=O)Cn1nnnc1/C=C1\CN(C(c2ccccc2)(c2ccccc2)c2ccccc2)CCC1O
40417,C1CCOC1.C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCC1)NC(=O)O[C@@H]1CCC[C@H]1CCC=CCc1c(nc3ccccc3c1OCCCCO[Si](C)(C)C(C)(C)C)O2)C(=O)NS(=O)(=O)C1CC1>>C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCC1)NC(=O)O[C@@H]1CCC[C@H]1CCC=CCc1c(nc3ccccc3c1OCCCCO)O2)C(=O)NS(=O)(=O)C1CC1
42056,CC(C)(Br)[C@@H]1CC(=O)O[C@H]1O.C[C@H](O)c1cccc(Oc2ccccc2)c1.Cc1ccc(S(=O)(=O)O)cc1.c1ccccc1>>CC(O[C@@H]1OC(=O)C[C@H]1C(C)(C)Br)c1cccc(Oc2ccccc2)c1
31231,CCCC(=O)NC(C)(C)COc1cccc(N)c1C#N.NS(=O)(=O)Cl>>CCCC(=O)NC(C)(C)COc1cccc(NS(N)(=O)=O)c1C#N
4709,CCCCNc1ncc2c(-c3ccc(F)cc3)cn([C@@H]3CC[C@@H](O[Si](C)(C)C(C)(C)C)CC3)c2n1.CO.Cl>>CCCCNc1ncc2c(-c3ccc(F)cc3)cn([C@@H]3CC[C@@H](O)CC3)c2n1
21272,CC(C)(C)OC(=O)N1C[C@@H](F)[C@H](CNC(=O)OCc2ccccc2)C1.ClCCl.O=C(O)C(F)(F)F>>O=C(NC[C@@H]1CNC[C@@H]1F)OCc1ccccc1
20975,CCO.COCc1c(Br)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12.Cc1ccccc1.OB(O)c1ccccc1.[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COCc1c(-c2ccccc2)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12
41361,Cc1nc2ccccc2n1C1C[C@@H]2CC[C@H](C1)N2CCC1(c2ccccc2)CCNCC1.N#CC1(C(=O)O)CC1.O=C(n1ccnc1)n1ccnc1>>Cc1nc2ccccc2n1C1C[C@@H]2CC[C@H](C1)N2CCC1(c2ccccc2)CCN(C(=O)C2(C#N)CC2)CC1
36205,CC(C)(C#N)c1ccc([N+](=O)[O-])cn1.CCOC(C)=O.Cl[Sn]Cl.O.O.[Na+].[OH-]>>CC(C)(C#N)c1ccc(N)cn1
45334,C=CC#N.CC(=O)O.CC(C)(C)O.O=S(=O)(O)O>>C=CC(=O)NC(C)(C)C
12135,C1CCOC1.CCOC(=O)c1ccc(CN([C@@H](CC)c2ccccc2)S(=O)(=O)c2ccc(Cl)cc2)nc1.CO.[BH4-].[Na+]>>CC[C@@H](c1ccccc1)N(Cc1ccc(CO)cn1)S(=O)(=O)c1ccc(Cl)cc1
38169,CI.OCCn1nnc([C@@H]2C[C@@]3(c4ccccc4)[C@H](OCc4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC[C@@H]2N3Cc2ccccc2)n1.[H-].[Na+]>>COCCn1nnc([C@@H]2C[C@@]3(c4ccccc4)[C@H](OCc4cc(C(F)(F)F)cc(C(F)(F)F)c4)CC[C@@H]2N3Cc2ccccc2)n1
4249,CC(=O)OC(C)=O.Nc1nc2c(Oc3cncc(-c4ccc(C(F)(F)F)cc4)n3)cccc2s1.c1ccncc1>>CC(=O)Nc1nc2c(Oc3cncc(-c4ccc(C(F)(F)F)cc4)n3)cccc2s1
12449,CC(C)(C)OC(=O)Nc1ccc2[nH]ccc2c1.O=[N+]([O-])c1ccc(F)c(F)c1>>CC(C)(C)OC(=O)Nc1ccc2c(ccn2-c2ccc([N+](=O)[O-])cc2F)c1
45958,CC(=O)N1CCNCC1.COC(=O)c1ccc(Br)cc1.COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1.Cc1ccccc1.O=P([O-])([O-])[O-].[K+].[K+].[K+]>>COC(=O)c1ccc(N2CCN(C(C)=O)CC2)cc1
8011,CCOC(=O)Cl.ClCCl.Nc1ccc(-c2cnc(C3CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)cc(=O)n43)[nH]2)cc1.c1ccncc1>>CCOC(=O)Nc1ccc(-c2cnc(C3CCc4cc(-c5cc(Cl)ccc5-n5cnnn5)cc(=O)n43)[nH]2)cc1
3753,CC(=O)O.CC(=O)OC(C)=O.CNC1CCN(C(=O)OC(C)(C)C)CC1.O.[Na+].[OH-]>>CC(=O)N(C)C1CCN(C(=O)OC(C)(C)C)CC1
29754,CCCCCC1CC=C(c2ccc(S(F)(F)(F)(F)F)cc2)CC1.Cc1ccccc1.[Pd]>>CCCCC[C@@H]1CC[C@@H](c2ccc(S(F)(F)(F)(F)F)cc2)CC1
34490,CCOCC.Nc1cc(Cl)ccc1[N+](=O)[O-].[Zn]>>Nc1ccc(Cl)cc1N
44335,CCN=C=NCCCN(C)C.CN(C)C=O.Cl.N.O=C(O)c1ccc2[nH]nnc2c1.On1nnc2ccccc21>>NC(=O)c1ccc2[nH]nnc2c1
32893,CNCc1ccccc1.O=C(O)Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1>>CN(Cc1ccccc1)C(=O)Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1
32215,COC(=O)c1cccoc1=O.COc1cc2c(Oc3ccc(N)cc3F)ccnc2cc1OCCCN1CCOCC1.Nc1ccc(F)cc1.O=C(O)c1cccn(-c2ccc(F)cc2)c1=O>>COc1cc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1
33293,COc1cc(N)c(C(N)=O)c(OC)c1.Cc1ccc(S(=O)(=O)O)cc1.O=Cc1ccc(N2CCC(NC(=O)c3ccccc3)CC2)cc1.O=S([O-])O.[Na+]>>COc1cc(OC)c2c(=O)[nH]c(-c3ccc(N4CCC(NC(=O)c5ccccc5)CC4)cc3)nc2c1
31486,Nc1ccc(F)cc1.O=C(O)Cc1cccc(O)c1>>O=C(Cc1cccc(O)c1)Nc1ccc(F)cc1
36687,CN(C)C=O.COc1ccc(S(=O)(=O)Cl)c(OC)c1.NC1(c2ccccc2)C(=O)Nc2ccc(Cl)cc21.O.[H-].[Na+]>>COc1ccc(S(=O)(=O)N2C(=O)C(N)(c3ccccc3)c3cc(Cl)ccc32)c(OC)c1
31372,C1CCOC1.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(C)(C)C(=O)OCCOc1cccc(C=O)c1.[Na+].c1cc(N[C@@H]2CCNC2)c2ccncc2c1>>CC(C)(C)C(=O)OCCOc1cccc(CN2CC[C@@H](Nc3cccc4cnccc34)C2)c1
32745,CO.COC(=O)Cc1cc2c(c([N+](=O)[O-])c1)N(C(C)=O)CC2.Cl.O>>COC(=O)Cc1cc2c(c([N+](=O)[O-])c1)NCC2
14812,BrC(Br)(Br)Br.CC(C)(C)[Si](C)(C)OCc1cc(CO)no1.ClCCl.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CC(C)(C)[Si](C)(C)OCc1cc(CBr)no1
21048,C=O.CO.COc1ccc(C#Cc2ccccc2)c(CCC(C)NCCc2ccc(OC)c(OC)c2)c1.[BH4-].[Na+]>>COc1ccc(C#Cc2ccccc2)c(CCC(C)N(C)CCc2ccc(OC)c(OC)c2)c1
34771,C1CSCCN1.Cc1onc(-c2ccncc2)c1COc1ccc(C(=O)O)cn1>>Cc1onc(-c2ccncc2)c1COc1ccc(C(=O)N2CCSCC2)cn1
45427,CC#N.CC(=O)OC(C)=O.CC1=C2[C@@H]3OC(=O)C(CNCC4C(=O)O[C@@H]5C6=C(C)CCC[C@@]6(C)CCC45O)C3(O)CC[C@@]2(C)CCC1.CCN(CC)CC.Cl>>CC(=O)N(CC1C(=O)O[C@H]2C3=C(C)CCC[C@]3(C)CCC12O)CC1C(=O)O[C@@H]2C3=C(C)CCC[C@@]3(C)CCC12O
18370,CCOC(=O)C1C2Cc3cc(O)ncc3C21.Cc1cccc(C)c1-c1ccc(F)c(CBr)n1.Cc1ccccc1>>CCOC(=O)C1C2Cc3cc(OCc4nc(-c5c(C)cccc5C)ccc4F)ncc3C21
37440,C=C(C)C.CC(C)=O.C[C@H](O)[C@@H](N)C(=O)NC(=O)OCc1ccccc1.ClCCl.O=C=O.O=S(=O)(O)O>>C[C@H](OC(C)(C)C)[C@@H](N)C(=O)NC(=O)OCc1ccccc1
27478,CC(C)(C)OC(=O)N[C@@H](CC1CCCC2CCCCC21)C(=O)O.CCN(CC)CC.CN(C)C=O.Cl.Cl.ClC(Cl)Cl.ClCCl.NCc1ccc(N)nc1.O.On1nnc2ccccc21>>CC(C)(C)OC(=O)N[C@@H](CC1CCCC2CCCCC21)C(=O)NCc1ccc(N)nc1
35612,CCOC(=O)/C(=N\OCCBr)c1csc(N)n1.CCOC(C)=O.CN(C)C=O.[N-]=[N+]=[N-].[Na+]>>CCOC(=O)/C(=N\OCCN=[N+]=[N-])c1csc(N)n1
35409,CCN1CCCCc2ccc(O)cc21.COc1ccc2c3c1CCCN3CCCC2>>Oc1ccc2c3c1CCCN3CCCC2
14528,C1CCOC1.CCN(C(C)C)C(C)C.NNc1cccc(C(F)(F)F)n1.O.O=C(Cl)c1ccc(F)cc1>>O=C(NNc1cccc(C(F)(F)F)n1)c1ccc(F)cc1
8936,CC(=O)OC(C)=O.N#CCCCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCN(OCc1ccccc1)C(=O)CCC(=O)NCCCCCNOCc1ccccc1.c1ccncc1>>CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCC#N)OCc1ccccc1)OCc1ccccc1)OCc1ccccc1
1650,Cc1cc(C)n2nc(S)nc2n1.Cc1noc(C)c1-c1ccc(CCC2(C3CCCC3)CC(O)=C(Cl)C(=O)O2)cc1>>Cc1cc(C)n2nc(SC3=C(O)CC(CCc4ccc(-c5c(C)noc5C)cc4)(C4CCCC4)OC3=O)nc2n1
10641,C1CCOC1.CCOC(=O)Cn1nnc(-c2nc(-c3ccc(Oc4cc(Br)ccc4Cl)cc3)no2)n1.CO.[Na+].[OH-]>>O=C(O)Cn1nnc(-c2nc(-c3ccc(Oc4cc(Br)ccc4Cl)cc3)no2)n1
20590,C1CCOC1.CC(C)(C)[O-].COC(C)(C)C.COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O.O=C1CCC(c2ccccc2)CC1.[Cl-].[K+]>>COC=C1CCC(c2ccccc2)CC1
44057,CC(C)OC(=O)[N+](=[N-])C(=O)OC(C)C.CCOC(=O)C(Cc1ccc(O)cc1)OCC.Cc1ccccc1.O.O=C1c2ccccc2OCN1CCO.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CCOC(=O)C(Cc1ccc(OCCN2COc3ccccc3C2=O)cc1)OCC
1514,CC(=O)c1ccc(F)cc1.CS(C)=O.C[S+](C)C.O.[H-].[I-].[Na+]>>CC1(c2ccc(F)cc2)CO1
23807,CC(=O)[O-].CCO.Cl.NO.O.O=Cc1cncn1C1Cc2ccccc2C1.[Na+]>>ON=Cc1cncn1C1Cc2ccccc2C1
3956,COC(C)(C)C(=O)Cl.Nc1cc(CCl)ccn1>>COC(C)(C)C(=O)Nc1cc(CCl)ccn1
48999,CN(C)C(On1nnc2cccnc21)=[N+](C)C.CO.COC(=O)c1nc(SC)cc(OC)c1OCc1ccccc1.F[P-](F)(F)(F)(F)F.NCc1ccc(F)cc1.[Na+].[OH-]>>COc1cc(SC)nc(C(=O)NCc2ccc(F)cc2)c1OCc1ccccc1
15535,CCO.CCOC(=O)COc1cc2c(=O)c(Cc3cccnc3)cn3c4ccc(Br)cc4c(c1)c23.[Na+].[OH-]>>O=C(O)COc1cc2c(=O)c(Cc3cccnc3)cn3c4ccc(Br)cc4c(c1)c23
19795,CCOC(C)=O.Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3=CCSCC3)s2)c1.[Pd]>>Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(-c2cnc(C3CCSCC3)s2)c1
46703,CCOC(=O)C1(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1.Cc1noc(-c2ccc(Br)cc2)c1NC(=O)NCc1cc(C(F)(F)F)ccc1F>>CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4NC(=O)NCc4cc(C(F)(F)F)ccc4F)cc3)cc2)CC1
34408,CC(C)(C)OC(=O)N1CCNCC1.Cn1c(=O)[nH]c(=O)c2c1c(C#N)c(Br)n2Cc1ccccc1>>Cn1c(=O)[nH]c(=O)c2c1c(C#N)c(N1CCN(C(=O)OC(C)(C)C)CC1)n2Cc1ccccc1
5576,CCO.Cl.NO.O=Cc1c(-c2ccccc2)nn2ccccc12>>ON=Cc1c(-c2ccccc2)nn2ccccc12
7056,CC(C)(C)N.CC(C)(C)OC(=O)NCCC(=O)O.ClCCl.O.O=C(O)CC(O)(CC(=O)O)C(=O)O>>CC(C)(C)NC(=O)CCNC(=O)OC(C)(C)C
990,C1CCOC1.CCN(CC)CC.Cc1ccccc1.O=C(OC(=O)C(F)(F)F)C(F)(F)F.O=C([O-])O.OC[C@@H]1CCNC[C@H]1c1ccccc1.[Na+]>>O=C(N1CC[C@@H](CO)[C@H](c2ccccc2)C1)C(F)(F)F
15411,CCO.CN(C[C@@]1(c2ccccc2)C[C@H]1COCc1ccccc1)C(=O)OC(C)(C)C.[Pd]>>CN(C[C@@]1(c2ccccc2)C[C@H]1CO)C(=O)OC(C)(C)C
18790,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1.ClCCl.O.O=C(COc1ccc(S(=O)(=O)Cl)cc1OCC(=O)OCCS(=O)(=O)c1ccccc1)OCCS(=O)(=O)c1ccccc1.[H-].[Na+]>>Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2n1S(=O)(=O)c1ccc(OCC(=O)OCCS(=O)(=O)c2ccccc2)c(OCC(=O)OCCS(=O)(=O)c2ccccc2)c1
3017,CCCNC.CCN(C(C)C)C(C)C.CN(C)C=O.ClCCl.F[P-](F)(F)(F)(F)F.O=C(O)c1cncc(C(=O)O)c1.c1ccc2c(c1)nnn2O[P+](N1CCCC1)(N1CCCC1)N1CCCC1>>CCCN(C)C(=O)c1cncc(C(=O)O)c1
7709,CCC(CC)(c1ccc(OC2CCCCC2=O)c(C)c1)c1ccc2oc(C(=O)O)cc2c1.[BH4-].[Na+]>>CCC(CC)(c1ccc(OC2CCCCC2O)c(C)c1)c1ccc2oc(C(=O)O)cc2c1
46292,Cc1ccc(S(=O)(=O)OCC2Cc3c(F)c(F)cc(Br)c3O2)cc1.Cc1ccccc1B(O)O.[K+].[K+]>>Cc1ccc(S(=O)(=O)OCC2Cc3c(F)c(F)cc(-c4ccccc4C)c3O2)cc1
45278,CSc1nccc(Oc2ccc(N)cc2)n1.ClCCl.O=C=Nc1cccc(C(F)(F)F)c1>>CSc1nccc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)n1
5890,Cc1ccc(N)cc1C.O=C(O)Cc1ccccc1Br>>Cc1ccc(Nc2ccccc2CC(=O)O)cc1C
47183,CC(=O)C=NO.NNc1c(Cl)cc(C(F)(F)F)cc1Cl.O=S(=O)([O-])[O-].[Mg+2]>>CC(C=NO)=NNc1c(Cl)cc(C(F)(F)F)cc1Cl
36287,Cc1[nH]c(C=O)c(C)c1C(=O)NCCCN(C)C.O=C1Cc2ccc(-c3cccnc3)cc2N1>>Cc1[nH]c(C=C2C(=O)Nc3cc(-c4cccnc4)ccc32)c(C)c1C(=O)NCCCN(C)C
40078,C1COCCN1.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC(C)CC(Oc1ccc(-c2ccc(C(C)C)cc2)c(C=O)c1)c1ccc(C(=O)NCCC(=O)O)cc1.[Na+]>>CC(C)CC(Oc1ccc(-c2ccc(C(C)C)cc2)c(CN2CCOCC2)c1)c1ccc(C(=O)NCCC(=O)O)cc1
44871,CCN(CC)CC.CO.FCCCl.NS(=O)(=O)c1ccccc1S>>NS(=O)(=O)c1ccccc1SCCF
40169,Cc1onc(-c2ccccc2)c1-c1cn2cc(C(=O)O)ccc2n1.Cc1onc(-c2ccccc2)c1-c1cn2cc(NC(=O)OC(C)(C)C)ccc2n1>>Cc1onc(-c2ccccc2)c1-c1cn2cc(N)ccc2n1
16543,CCC(C)I.CCO.Oc1ccc(NC(=S)NCc2ccco2)cc1.[K+].[OH-]>>CCC(C)Oc1ccc(NC(=S)NCc2ccco2)cc1
38023,C[C@H]1CN(c2ncc(Br)cc2C=O)C[C@@H](C)O1.OB(O)c1cn[nH]c1>>C[C@H]1CN(c2ncc(-c3cn[nH]c3)cc2C=O)C[C@@H](C)O1
33221,Cc1ccc(CC2CCNCC2)cc1.O=C(Cl)CCl>>Cc1ccc(CC2CCN(C(=O)CCl)CC2)cc1
44372,CO.Cc1c(C(=O)OCc2ccccc2)c2cccc(F)c2c(=O)n1-c1cccnc1.[Pd]>>Cc1c(C(=O)O)c2cccc(F)c2c(=O)n1-c1cccnc1
38443,C1CCOC1.Cn1c(-c2ccccc2Cl)nnc1C(C)(C)C=O.[Br-].[Li]CCCC.c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>Cn1c(-c2ccccc2Cl)nnc1C(C)(C)/C=C/c1ccccc1
49048,C1COCCO1.COC(=O)[C@H](CNC(=O)c1cccs1)NC(=O)c1c(C)nc(NCC#Cc2cccc(O)c2)nc1C.O.O.[Li+].[OH-]>>Cc1nc(NCC#Cc2cccc(O)c2)nc(C)c1C(=O)N[C@@H](CNC(=O)c1cccs1)C(=O)O
28021,CC(O)C1CC1.O=S(=O)(Nc1ncc(Cl)nc1Cl)c1cccc(Cl)c1Cl>>CC(Oc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl)C1CC1
36353,CC(C)(C#N)c1cc(N)on1.CC(C)(C(=O)O)S(=O)(=O)CCCC(F)(F)F.CCN(C(C)C)C(C)C.CN(C)C=O.Cc1ccccc1.O=S(Cl)Cl>>CC(C)(C#N)c1cc(NC(=O)C(C)(C)S(=O)(=O)CCCC(F)(F)F)on1
37213,NCc1ccc(C(=O)Nc2ccccc2N)cc1.O=C(O)c1cccc2cc(Oc3ccnc4cc(Cl)ccc34)ccc12>>Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2cccc3cc(Oc4ccnc5cc(Cl)ccc45)ccc23)cc1
7763,CN1CC=C(C(=O)O)CC1.NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn(C2CCCNC2)c1N>>CN1CC=C(C(=O)N2CCCC(n3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3N)C2)CC1
43111,C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.C[Si](C)(C)[N-][Si](C)(C)C.ClCCl.Nc1cncc(Br)c1.[Na+]>>CC(C)(C)OC(=O)Nc1cncc(Br)c1
21455,C1CCOC1.O.O=Cc1ccc(OCc2ccccc2)cc1.OCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].[Na]>>OCCC=Cc1ccc(OCc2ccccc2)cc1
45021,CN1CCCC1=O.Clc1ccc(-c2nc(Cl)c3c(n2)CCC3)cc1.NC1CCCC1.O>>Clc1ccc(-c2nc3c(c(NC4CCCC4)n2)CCC3)cc1
24574,CCN(CC)CC.CCOC(=O)C1=C(COCc2nnn(CCN)n2)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl.CS(=O)(=O)Cl.ClCCl>>CCOC(=O)C1=C(COCc2nnn(CCNS(C)(=O)=O)n2)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
43194,CCOC(C)=O.CO.COC(=O)CCN(CCc1ccc(OC)cc1)S(=O)(=O)c1cccc([N+](=O)[O-])c1.O=C[O-].[NH4+].[Pd]>>COC(=O)CCN(CCc1ccc(OC)cc1)S(=O)(=O)c1cccc(N)c1
25164,CCN(CC)CC.CCOC(=O)CCN.CO.Cl.O=Cc1cccs1.[BH4-].[Na+]>>CCOC(=O)CCNCc1cccs1
34320,C1CCOC1.CC(C)C[C@@H](/C=C/C(=O)N1CCc2ccccc21)NC(=O)[C@@H]1CCCCN1C(=O)OC(C)(C)C.Cl>>CC(C)C[C@@H](/C=C/C(=O)N1CCc2ccccc21)NC(=O)[C@@H]1CCCCN1.Cl
22236,C1CCOC1.CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N3CCN(c4ccc(Cl)cc4)CC3)c1)N2.CO.Cl.O.O.[Li+].[OH-]>>CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cccc(N2CCN(c3ccc(Cl)cc3)CC2)c1
15704,C1=Cc2ccccc2C(C2CCNCC2)c2ccccc21.CCN(CC)CC.CN(C)c1ccncc1.ClCCl.O=C(Cl)C=Cc1ccccc1>>O=C(C=Cc1ccccc1)N1CCC(C2c3ccccc3C=Cc3ccccc32)CC1
3797,CC1(NC(=O)OCc2ccccc2)CCNCC1.COCCOc1ccn2c(-c3ccc4cccc(OS(=O)(=O)C(F)(F)F)c4n3)cnc2c1.Cc1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1>>COCCOc1ccn2c(-c3ccc4cccc(N5CCC(C)(NC(=O)OCc6ccccc6)CC5)c4n3)cnc2c1
43736,C1CCOC1.CO.COCc1cc(N)c([N+](=O)[O-])cc1C(=O)OC.O.[Cl-].[NH4+]>>COCc1cc(N)c(N)cc1C(=O)OC
11542,CC(C)C[Al+]CC(C)C.CC(C)C[AlH]CC(C)C.CCOC(=O)c1ncn(COCC[Si](C)(C)C)c1F.Cc1ccccc1.[H-]>>C[Si](C)(C)CCOCn1cnc(CO)c1F
6649,CCO.CCOC(=O)c1nc(-n2cnc3ccc(F)cc32)nc(NC2CCOCC2)c1[N+](=O)[O-].[H][H].[Pd]>>CCOC(=O)c1nc(-n2cnc3ccc(F)cc32)nc(NC2CCOCC2)c1N
34150,C1CCOC1.N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)cc1I.O=C(Cl)C1CC1.O=C([O-])O.[Li]CCCC.[Na+]>>N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)cc1C(=O)C1CC1
3294,CCOC(=O)c1sc(N2C(=O)N(Cc3ccc(F)cc3)C[C@@H]2C)nc1C.CCOC(=O)c1sc(N2C[C@H](C)N(Cc3ccc(F)cc3)C2=O)nc1C>>Cc1nc(N2C(=O)N(Cc3ccc(F)cc3)C[C@@H]2C)sc1C(=O)O
3176,CCCCc1ccc(CNCc2cccc(CC(=O)OC)c2)cc1.Cn1cnc(S(=O)(=O)Cl)c1>>CCCCc1ccc(CN(Cc2cccc(CC(=O)OC)c2)S(=O)(=O)c2cn(C)cn2)cc1
12822,CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.ClCCl.F[P-](F)(F)(F)(F)F.O=C(O)c1nc2c(C(F)(F)F)cc(-c3cn[nH]c3)cn2c1Cl.O=C1CN(C2CCNCC2)C(=O)N1>>O=C1CN(C2CCN(C(=O)c3nc4c(C(F)(F)F)cc(-c5cn[nH]c5)cn4c3Cl)CC2)C(=O)N1
26866,C1CCOC1.CCCCCCc1c(C(=O)OCC)sc2ccsc12.CCCC[N+](CCCC)(CCCC)CCCC.CO.[I-].[Li+].[OH-]>>CCCCCCc1c(C(=O)O)sc2ccsc12
8131,C1CCOC1.CC(=O)O.CO.COc1cc2ncc(C(N)=O)c(Nc3cccc4c3CCC4=O)c2cc1OC.O.O=C([O-])O.[BH4-].[Na+].[Na+]>>COc1cc2ncc(C(N)=O)c(Nc3cccc4c3CCC4O)c2cc1OC
